,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 627.9854 1103.8905],,,[ 636.     1101.5828],,,,,,,[ 629.1409 1087.8792],[ 626.03314 1090.2053 ],[ 637.4867 1080.9   ],[ 646.4568 1070.2758],[ 646.4384 1069.023 ],[ 655.3561 1066.4634],[ 663.8125 1057.1875],[ 650.62885 1073.3231 ],[ 648.9625 1074.5458],[ 648.8222 1075.7556],[ 653.5314 1083.6014],[ 648.9537 1070.1945],[ 663.7514 1065.113 ]
842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[631.25    698.67554],[624.567   715.28864],[622.23425 720.6667 ],,,,,,,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[629.8246 787.4211],,,[628.8365 777.3774],[619.85785 770.218  ],[607.12836 763.3743 ],[617.31036 770.3842 ],[619.09375 762.1875 ],[624.2558 755.8837],[622.9    738.3381],[635.9862  725.09656],[633.2468 723.6582],[641.      726.90967],[638.2562 726.1937],[644.12177 726.2308 ],[647.4125 725.9938],[646.526   727.53894],[643.0637  728.65607],[644.32715 729.7284 ],[645.3101 728.2975],[647.71344 729.9085 ],[645.4375 727.175 ],[632.085  720.3644]
844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[635.96094 689.4922 ],,,[639.33856 679.3779 ],[645.9925 662.3759],[638.8116  662.63043],[645.3958 669.6736],[645.1429 673.0602],[655.17957 661.6901 ],[657.80725 659.58545],[650.0968 654.7226],[644.2117 657.2409],,[640.1316 663.7105],[646.91895 664.1892 ],[644.26086 662.8164 ],[651.24243 662.63635],[651.8276  664.12067],[653.5804 670.1161],[657.75195 678.64343],[656.7059 682.2081],[645.92065 677.7619 ],
845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 642.5    1288.9186],,,[ 644.7661 1273.2017],,,[ 646.6376 1257.141 ],[ 646.27893 1262.1462 ],[ 647.73267 1261.4489 ],[ 652.0749 1260.1433],[ 644.966  1258.9932],[ 644.3735 1262.1044],[ 648.4542 1262.7405],[ 643.93616 1264.8263 ],[ 647.9859 1262.8978],[ 653.1118 1263.5592],[ 654.7833 1264.1733],[ 651.8261 1265.7592],[ 654.9969 1268.5684],[ 658.2562 1268.2633],[ 663.7269 1269.0461],[ 656.91925 1268.4769 ],[ 660.28296 1263.2559 ]
846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 668.6   1229.236],,,,[ 655.03253 1231.9594 ],,[ 649.6972 1235.0211],[ 648.51184 1237.8661 ],[ 651.12177 1238.0173 ],[ 653.626  1236.2367],[ 648.6972 1234.9155],[ 666.5988 1228.6766],[ 671.27606 1229.401  ],[ 670.12305 1227.5769 ],,[ 666.65625 1230.9688 ],[ 665.38464 1233.9154 ],[ 662.1259 1233.763 ],,,,,
847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[673.1557  772.87427],,,,,,,,,,,,,,,,,,,,,,
848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[678.75885 228.80588],,,,,,,,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[682.5704  383.32593],,,,,,,,,,,,,,,,,,,,,,
850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 691.1963 1180.2454],,,[ 699.4259 1176.821 ],,,,,,,,,,,,,,[ 710.4554 1163.2301],[ 709.385 1163.52 ],[ 711.2488 1163.6268],[ 713.9053 1164.5526],[ 707.515 1163.895],[ 709.84235 1159.0049 ]
851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[708.6761  237.14084],,,,,,,,,,,,,,,,,,,,,,
852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 709.7308 1103.7   ],,,[ 726.0248 1096.5785],,,[ 720.4076 1087.2664],[ 716.81635 1095.7551 ],[ 718.37823 1097.8239 ],[ 728.551  1102.0135],[ 713.4223 1104.0776],[ 713.34314 1106.6912 ],[ 705.9539 1094.8224],[ 699.82306 1095.277  ],[ 703.7754 1095.8768],[ 706.64966 1094.5693 ],[ 705.7055 1095.0548],[ 703.1879 1095.1611],[ 702.6043 1095.3813],[ 704.41724 1095.4388 ],[ 706.8993 1098.4172],[ 702.2817 1096.986 ],[ 704.6821 1092.2649]
853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 712.7744 1367.4756],,,,,,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 716.0677 1174.0156],,,[ 715.5064 1162.4468],[ 705.4293 1145.2664],[ 697.15607 1137.6243 ],[ 701.71655 1146.9412 ],[ 715.1067 1146.2609],[ 718.0594 1148.5406],[ 721.24585 1147.0111 ],[ 719.7485 1151.6871],[ 734.86273 1147.0392 ],[ 733.6142 1151.6327],[ 726.5719 1153.654 ],[ 727.5814 1153.5   ],[ 731.806  1151.8707],[ 732.78357 1133.5671 ],[ 730.3445 1134.    ],[ 730.93823 1136.5173 ],[ 717.3091 1147.1136],[ 720.7387 1150.6351],[ 729.39825 1138.646  ],[ 731.93304 1134.3933 ]
855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 716.8571 1296.6123],[ 715.81647 1281.3184 ],[ 712.9256 1283.2589],[ 712.808 1300.96 ],,[ 715.78845 1308.6692 ],,,[ 726.1579 1320.9636],[ 730.3593 1320.3593],[ 723.15295 1318.6196 ],[ 721.3086 1319.6836],[ 725.38495 1321.2343 ],[ 717.9748 1320.2646],[ 722.8069 1320.0128],[ 726.49384 1318.9259 ],[ 739.9742 1317.0322],[ 739.11566 1316.932  ],,[ 747.29285 1308.7017 ],[ 749.47296 1311.2207 ],[ 742.7647 1311.5941],[ 738.1875 1315.3516]
856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[722.67645 226.29411],,,[722.93494 216.2071 ],,,[716.2844  205.99556],[716.7585  208.36232],[724.271   201.54193],[733.1196  191.46153],[727.5     191.65384],[725.5702  187.73685],[728.3285  186.76642],[721.22626 190.08759],[729.5128 190.8077],[726.38354 182.24658],[726.3732  183.59859],[732.7091  193.21819],[728.6332  198.59073],[730.3319 196.7543],[732.2137 199.6492],[731.73376 193.07793],[732.75714 187.73572]
857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 726.6322 1229.5862],,,,[ 723.6988 1242.506 ],[ 712.0349 1234.6046],[ 719.50555 1241.5555 ],[ 717.3853 1242.3624],[ 721.825  1243.2875],[ 724.58826 1234.902  ],[ 723.9484 1230.7474],[ 726.77924 1226.133  ],[ 731.85547 1232.3005 ],[ 727.52905 1230.7267 ],[ 735.86957 1223.9503 ],[ 737.6503 1226.9877],[ 737.3049 1229.8353],[ 737.87036 1223.1666 ],[ 738.3929 1224.3334],,[ 741.29016 1225.1036 ],,[ 737.0516 1219.0464]
858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 733.8897 1175.8823],,,[ 735.34393 1164.3885 ],,,,,,,,[ 720.475 1154.5  ],[ 710.84576 1157.209  ],[ 704.0262 1158.5864],[ 699.5141 1146.9095],[ 703.98114 1146.3145 ],[ 713.34973 1158.9163 ],[ 701.5722 1149.25  ],[ 701.3812 1151.2596],[ 691.7067 1140.6855],[ 694.6162 1144.0443],[ 699.8823 1151.2588],[ 702.52246 1146.8765 ]
859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 738.0709 1351.2198],,,[ 736.9128 1336.698 ],[ 720.62354 1333.4    ],,[ 717.3584 1334.7341],[ 716.2611 1336.85  ],[ 719.19336 1336.9061 ],[ 724.8571 1336.1072],[ 719.9128 1335.5989],[ 716.77246 1336.0239 ],[ 721.0122 1336.8231],[ 716.4817 1336.2805],[ 721.267  1336.3466],[ 724.8453 1335.9447],[ 726.3525 1320.9962],[ 723.71985 1322.1478 ],[ 723.8052 1324.2684],[ 723.79486 1323.8572 ],[ 726.55426 1326.6628 ],[ 721.5756 1325.5203],[ 724.20264 1321.1241 ]
860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[741.4432 522.5568],,,[741.8686  509.06287],,,,,,,,,,,,,,,,,[748.4762  494.23282],[743.98376 492.6216 ],
861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[746.2054  225.78378],,,[749.0546  220.36066],,,[754.628   217.66667],[753.2591  220.12955],[755.95026 222.66063],[760.9019  224.42642],[750.5714  224.03401],[746.8146  224.68874],[750.67114 225.93289],[743.7518 223.7305],,[756.5251  222.38461],[753.73157 223.33557],[751.0377  222.66667],[751.2531  226.58025],[751.83527 227.71176],[754.092   231.95976],[749.12067 231.75287],[752.48553 228.64162]
862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 752.3904 1352.8767],,,,,,,,,,,,,,,,,,,,,,[ 759.8404 1364.1877]
863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 776.39526 1267.7263 ],[ 783.1212 1251.3636],[ 780.06335 1253.8733 ],[ 776.3819 1255.8091],[ 788.8397 1248.748 ],,[ 783.8045 1250.5864],[ 782.84827 1253.5724 ],[ 782.88605 1253.3861 ],[ 785.94806 1251.8766 ],[ 780.44305 1252.3671 ],[ 779.0968 1253.458 ],[ 783.63696 1253.9315 ],[ 776.7351 1253.2848],[ 778.913  1253.4845],[ 784.649  1253.5961],[ 782.5975 1253.0251],[ 781.2566 1252.8552],[ 781.27814 1252.9006 ],[ 783.7664 1251.1022],[ 785.2397 1251.8016],[ 780.0365 1251.1241],[ 783.73914 1247.1086 ]
864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 781.91174 1138.7206 ],,,[ 780.76447 1125.2    ],,,[ 788.9425 1100.4407],[ 788.4246 1103.3334],[ 791.694  1100.9359],[ 796.48773 1098.0562 ],[ 796.4405 1092.9822],[ 789.1638 1098.2491],[ 798.0838 1096.6034],[ 791.4973 1094.5621],[ 790.0903 1099.1562],[ 793.0415 1097.5536],[ 796.517  1093.8296],[ 792.6536 1093.1564],[ 791.15424 1093.6063 ],[ 778.7134 1100.1592],[ 778.80884 1104.7354 ],[ 773.2917 1104.4584],[ 776.2963 1099.963 ]
865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[796.7891  747.57825],,,[791.77106 733.9458 ],,,,,,,,,,,,,,,,,,,[793.2031  714.46094]
866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[862.1342  838.23376],,,[859.6532  828.38727],,,,,,,,,,,,,,,,,,,
867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[879.02515 832.9899 ],,,[884.8333 822.2193],,,,,,,,,,[882.8823 830.6323],[890.1978  829.16486],[902.45264 834.6421 ],[905.71155 833.     ],[908.8051  830.54236],[912.52203 833.2353 ],[899.0179 831.0893],[901.14874 837.8843 ],[895.464 840.816],[900.6786 837.3714]
868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[879.08105 818.7259 ],[881.14716 804.619  ],[894.0796 802.2338],[895.7235 804.8   ],[901.66956 799.515  ],,[912.15765 796.21576],[910.50867 799.6044 ],[911.73663 801.5638 ],[913.9068  801.81354],[907.1009 800.5482],,[900.85    785.41876],[903.2231 795.0577],[894.30975 799.0398 ],[897.90436 797.9826 ],[897.9163  797.33923],[896.01434 799.4115 ],[910.3726 794.7909],[899.5049 783.0777],[903.44653 784.10065],,[897.9149  781.95746]
869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 886.6094 1396.1211],[ 868.6099 1403.1489],[ 866.4167 1404.4584],,,,,,,,,[ 867.2234 1402.7554],,,,,,,,,,[ 867.2222 1404.9722],[ 869.9758 1401.5121]
870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[894.51074 830.4462 ],,,[896.1802 818.1982],,,[896.2186  805.20245],[895.90717 808.6962 ],[897.6863 807.5843],[900.3271  805.48596],[894.05554 801.69696],[896.21246 802.31866],[879.7205 800.2926],[873.8253 797.786 ],[866.2371  793.40204],,[869.8889  794.42426],[868.9898  793.83673],[870.2439  795.60974],,,[873.0942  802.35736],[873.4818 798.6667]
871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 931.9143 1405.3   ],,[ 931.4778 1396.7778],[ 932.9644 1396.6533],[ 943.7475 1392.901 ],[ 931.6367 1385.9883],[ 946.7183 1384.3873],,[ 949.9562 1388.4307],[ 942.92096 1380.0791 ],[ 936.83057 1379.281  ],[ 934.2875 1379.925 ],[ 939.9339 1381.281 ],[ 934.4008 1381.166 ],[ 913.9198 1370.4331],[ 919.1467 1370.2836],[ 920.0485 1370.0388],[ 917.6053 1351.4327],[ 918.0346 1351.9741],[ 920.576  1349.9894],[ 923.7022 1354.3169],[ 918.6257 1352.8556],[ 920.9446 1348.2454]
872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[948.933   835.02234],,,[946.10144 832.7246 ],,,,[944.76227 823.0629 ],[943.7171 824.3882],[944.4274  821.28625],[954.7089 807.6807],[942.18555 799.01544],[934.3139 793.3229],[951.0543 793.4783],[949.4629 798.3624],[951.3889 796.6574],[959.8571 792.7033],[956.1416 793.1062],[953.2129 794.3419],[956.6622  791.61487],,,
873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[958.0308 819.1806],,,[958.12726 810.94543],[958.1824  808.15295],,[951.14545 813.42725],[946.81213 798.7127 ],[947.34045 799.4947 ],[950.87744 798.7206 ],[944.37 797.07],[928.7066 793.2479],[907.71313 799.8279 ],[928.90625 796.5357 ],[909.7727 791.9318],[913.42914 791.2708 ],[901.80334 781.     ],[901.3055  781.58545],[898.98267 783.342  ],[888.36 785.24],[891.98 787.55],[895.9121 787.6234],[887.5273 781.1727]
874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[957.7341    96.319145],,,[966.4639    87.546394],[971.3582    77.537315],[963.8468    67.451614],,[961.80615  66.88776],[962.7156    62.495415],,,,,[972.1123   65.01811],[978.3669   67.41727],,,,,,,,
875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[968.8571 105.5   ],,,,,,,,,,,,,,,,,,,,,,
876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[979.9009   110.545044],,,[974.4375    97.046875],,,,,,,,,,,,,,,,,,,
877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1000.1113 1225.5955],,,,,,,,,,,,,,,,,,,,,,
878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1006.65344  732.34656],,,[997.4007 734.4692],[980.70337 742.678  ],[967.5455 738.6407],[976.3158 742.2105],[975.3521  745.95776],[976.6894 746.3106],[978.67786 748.8173 ],[972.9256  746.06976],[970.92426 749.3485 ],[959.17926 755.22644],,[960.0486 751.7594],[965.4053 743.3788],[964.5451 743.8588],[963.4279 744.6512],[966.5    745.2477],[969.91895 744.2387 ],[958.62683 738.8513 ],[970.88574 744.5714 ],[971.88794 759.0388 ]
879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1016.6789   717.33026],,,[1012.33765  716.026  ],[1005.1661  717.4797],[996.584  711.5458],[1002.2052  718.9776],[999.993   719.67255],[999.176  724.4307],[1001.6103  722.5552],[996.6667  722.24274],[1002.5455  711.25  ],[1008.06384  707.4149 ],,,[1009.      699.1574],[1018.7222  691.7222],[1016.7586   690.68964],[1016.0762   691.02856],[1017.4857   692.89526],,,[1014.61536  694.28674]
880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1029.9302   715.43024],,,,,,,,,,,,,,,,,[1026.5441  715.0441],[1028.4059  716.9703],[1031.925   715.5375],[1034.2812  715.9375],[1029.9117  714.4706],[1034.5646  710.9728]
881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 927.188  1385.2858],[ 939.1409 1385.0532],[ 931.86694 1383.4072 ],,[ 941.09827 1375.2864 ],[ 928.5223 1368.2712],[ 912.14923 1365.3408 ],[ 909.22156 1371.5219 ],[ 912.51715 1370.1246 ],[ 916.55206 1367.448  ],[ 914.14777 1366.0621 ],[ 911.28534 1366.6555 ],[ 913.     1368.2593],[ 908.7439 1350.2286],[ 912.9268 1350.817 ],[ 917.5628 1349.5497],[ 918.68475 1350.6305 ],[ 938.00995 1354.3774 ],[ 938.06665 1356.47   ],[ 939.9755 1355.6853],[ 943.513  1358.6007],[ 937.4355 1357.8904],[ 941.3206 1353.4353]
882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[  92.02765 1155.2903 ],[  88.193695 1159.4595  ],[  90.121216 1169.7836  ],[  87.66   1168.9867],,[  83.26174 1171.7584 ],[  84.31288 1173.9325 ],[  84.966446 1174.3221  ],[  89.384056 1171.2102  ],[  84.91083 1166.8854 ],[  81.90804 1166.7184 ],[  67.12931 1155.8793 ],[  53.08176 1159.6666 ],[  57.487602 1162.2933  ],[  57.337017 1142.3204  ],[  55.926968 1142.8258  ],[  53.123455 1146.2902  ],[  51.06536 1147.817  ],[  52.261906 1148.119   ],[  53.102566 1151.0684  ],[  56.026043 1159.4896  ],[  56.728207 1155.277   ]
883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[  92.55102 1405.5103 ],,,[  98.91954 1404.5403 ],[  92.65409 1400.9623 ],[ 101.643936 1402.4849  ],[  98.73786 1404.2621 ],[  97.818184 1404.0414  ],[ 106.3719 1403.9504],,,[ 102.63809 1402.4762 ],[  98.30303 1405.8788 ],[ 104.75   1404.5109],[ 109.12381 1404.1809 ],[ 106.886955 1403.9739  ],[ 103.35555 1404.4111 ],[ 102.84536 1404.4021 ],[ 103.169495 1405.339   ],,[ 101.890625 1405.25    ],[ 104.60714 1403.9733 ]
884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 296.7451 1323.0522],[ 292.64374 1327.6937 ],,[ 295.3769 1321.0553],[ 282.4205 1311.5487],,,,,,,,[ 282.36154 1313.4    ],,,,,,,,[ 286.05713 1315.0571 ],[ 286.26215 1313.6407 ]
885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[298.4205  980.40515],[294.87378 982.6068 ],[296.94818 995.76685],[295.7169 994.242 ],[284.5809  986.73444],[289.74274 992.8216 ],[289.8718 999.3795],[292.125   999.36456],[298.8453 996.3039],[292.40442 991.1397 ],[289.971  992.6087],[294.36603 993.22876],[287.93008 992.6294 ],[292.8767  994.16437],[296.38687 990.6934 ],[296.04 991.04],[293.44897 992.381  ],[290.68234 989.5765 ],[292.20755 987.76416],[289.11508 990.37085],[283.89703 989.3794 ],[296.26126 988.3829 ]
886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 387.63513 1044.973  ],[ 383.982 1046.072],[ 385.52338 1060.9065 ],[ 384.78018 1050.3319 ],[ 373.45636 1062.3651 ],[ 384.2449 1051.551 ],[ 383.915 1055.44 ],[ 387.70465 1057.4404 ],[ 392.40958 1056.3032 ],[ 392.3889 1060.3413],[ 388.0893 1063.0803],[ 387.2376 1060.5693],[ 382.22833 1048.2914 ],[ 386.82962 1048.5259 ],[ 386.6875 1047.0703],[ 389.34848 1048.1515 ],[ 388.97144 1049.9572 ],[ 388.38016 1050.0743 ],[ 389.46762 1049.554  ],[ 391.82224 1052.2074 ],[ 387.60168 1050.0933 ],[ 389.2748 1044.1222]
887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 390.48352 1304.4615 ],[ 385.3421 1309.2764],[ 385.43234 1324.906  ],[ 397.08572 1328.8667 ],[ 386.02325 1322.2714 ],,[ 383.80347 1313.8844 ],[ 387.6338 1312.6127],[ 392.3567 1311.8344],[ 385.61008 1310.2139 ],[ 383.34103 1308.6359 ],[ 389.33804 1309.5822 ],[ 384.48795 1309.7108 ],[ 390.24866 1309.2703 ],[ 394.7647 1309.9305],[ 393.84302 1308.8546 ],[ 392.55072 1306.8188 ],[ 390.8832 1309.2117],[ 392.36365 1307.1488 ],[ 395.33334 1310.9259 ],[ 391.27643 1308.0244 ],[ 392.4597 1300.7258]
888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[457.46988 831.6506 ],,,[465.1111 829.2525],[473.0057 825.8914],[478.20557 836.5278 ],,[474.76434 839.7197 ],[472.15762 839.163  ],[465.21106 838.6281 ],[453.27664 840.1902 ],[460.58066 851.36127],[468.54544 839.59393],[472.2973 839.4054],[463.85443 846.8228 ],[462.55698 846.4177 ],[458.7857 846.2143],[458.7193 846.3801],[450.3421 834.1184],[451.21683 835.96906],[446.89594 834.54297],[448.88992 830.76605]
889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[460.50238 633.9763 ],[455.497  637.8922],[450.0098  641.52454],[440.65128 651.24615],[431.3476 645.6524],,,,,,,,[447.49762 646.0569 ],[464.2353 638.6323],[471.32935 640.0599 ],[470.8442  639.34845],[468.29517 639.57227],[461.51294 636.0518 ],[469.5534  644.16504],[460.32626 639.0805 ],[454.24155 637.91785],[457.58243 645.3077 ]
890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[478.2623 623.1475],[470.13794 627.61206],,[463.82547 633.9245 ],[453.1192 625.1921],,,,,,,,,,,,,,[459.55814 634.96747],[471.7772 646.4611],[466.59686 645.0628 ],[467.42474 640.03766]
891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 486.3012 1141.1597],[ 485.61682 1146.894  ],[ 484.14633 1159.9553 ],[ 475.7023 1145.4962],[ 472.7554 1153.0216],,[ 477.57257 1161.6451 ],[ 479.77304 1159.7021 ],,[ 476.90393 1173.9344 ],[ 469.9174 1192.813 ],[ 459.3465 1190.5927],[ 454.5647 1190.3215],[ 459.11765 1190.1912 ],[ 465.60538 1188.731  ],[ 463.7126 1189.9685],[ 444.51758 1188.4186 ],[ 444.5363 1189.1104],[ 444.02805 1188.9657 ],[ 447.96176 1188.7542 ],[ 443.3139 1187.3445],[ 447.26315 1181.5994 ]
892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[522.131  727.3036],[519.4602 729.8466],,[527.2262 723.8988],[516.2466 717.3699],[520.2453  725.52454],[526.15454 729.2818 ],[528.6814 729.1416],,[530.7308  738.04395],[522.12177 725.1478 ],[524.35114 727.24426],[518.92755 726.3116 ],[523.2587 724.8811],[527.13837 724.3459 ],[534.7488 738.4335],[533.54974 738.2618 ],[532.6406  738.65106],[531.6888 737.4643],[533.8279  740.36743],[530.24   739.8114],[517.57355 724.6323 ]
893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[525.8411 849.6168],,,[521.3422 840.8556],,[527.5641 840.7863],[526.4922  844.46094],[530.9769 844.1462],[538.4414 844.2621],[537.95917 846.40814],[535.1184 848.7895],[537.59576 845.8617 ],[534.125  845.7708],[538.0707 846.0707],[542.8241 844.0833],[541.9123 843.5351],[538.4954 839.9174],[538.37836 840.2432 ],,,,
