,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[484.99237 618.4351 ],[480.52066 633.2397 ],[494.2232 634.25  ],[482.9737 644.0263],[486.8203  643.34375],,[486.16    638.50464],[489.864   641.20966],[489.451  638.3856],[494.7516 631.3121],,[487.1056  650.29193],[492.1708  640.96796],[475.75723 632.2428 ],[469.85715 632.0824 ],[485.15   628.1445],[485.52023 619.65894],,,,,,,[487.52728 629.8485 ],[485.0977 630.9425],[492.48413 624.869  ],[490.22937 625.49084],[491.6973  621.75134],[500.48148 622.2222 ],[497.20312 622.125  ],[505.33514 618.8865 ],[496.46353 617.93994],[503.30472 612.3433 ],[507.65747 615.3937 ],[496.41934 614.3806 ],[499.22726 614.5585 ],[509.0827 619.8647],[511.26428 615.38574],[506.53592 623.28174],[494.63577 615.70197],[504.1129 618.0806],[519.9758 613.1855],[522.8216 614.8826],[504.08475 619.2627 ],[502.0614 613.7368],[509.38953 618.02246],[497.63867 610.3796 ],[495.1111  604.73206],[492.0916 606.9466],[508.44446 611.95557],[512.67377 607.65955],[508.47406 603.93335],[508.94666 604.55334],[513.7613 604.9742],[507.5461 605.7234],[512.5507 605.7464],[516.2027  605.36487],[517.4228  607.62415],[515.67334 608.2733 ],[518.7015 610.2761],[520.3677 611.3677],[516.25   604.0543],,
290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[506.73172 710.7439 ],[499.65823 716.8734 ],,,,[486.6791 714.7537],,,,,,,,,[497.5066 709.125 ],[503.52414 708.4276 ],[504.38254 699.0403 ],[505.23206 710.70715],[496.96295 708.3333 ],[506.09616 707.95514],[498.84714 711.0892 ],[499.60626 711.89374],[494.97986 710.92615],[502.06668 715.5333 ],,[499.2129 715.3097],[494.30893 720.7317 ],[500.6182  728.47876],[508.67935 729.88586],[506.02286 732.32574],[512.8316 728.5526],[506.33334 727.8051 ],[512.78217 723.15344],[517.3148  725.75464],[510.03775 723.14624],[515.71014 723.6594 ],[513.09595 724.54614],[510.968 721.652],[507.3007 728.8392],[509.64243 727.6485 ],[500.74075 722.49384],[514.3871  699.19354],[510.23383 722.63184],[507.71838 725.04596],[508.4183 738.4706],[514.47797 720.7547 ],[506.31497 712.46454],,,,,,[495.2398 719.2143],[498.18536 717.3122 ],[489.8341  715.35486],[495.03482 706.67163],[500.7512 707.5024],[497.73  712.975],[495.5487 717.3743],[497.46332 711.6055 ],[498.72858 711.5381 ],[503.0464  714.52576],[495.55157 708.84753],[499.31796 703.30414]
291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[509.39395 889.4167 ],[507.04706 893.55884],[501.90833 889.075  ],[490.61496 891.2781 ],[495.80927 890.3917 ],,[485.28693 887.0591 ],[490.06946 893.3843 ],[486.17142 889.2816 ],[470.73376 891.7987 ],[457.54877 889.53656],[470.64102 877.7308 ],,,,,,[467.64835 863.04395],[456.2073  859.04877],[459.79807 852.0961 ],[450.76666 851.24164],[452.9845 851.8837],[453.35333 847.9267 ],[456.36365 847.2143 ],[451.43625 851.1342 ],[450.72342 849.2766 ],[446.56668 851.64667],[444.525   848.33124],[451.36185 850.3618 ],[452.09677 850.9742 ],[458.20667 846.4867 ],[448.87012 845.17535],[457.0679  836.40125],[461.32596 841.     ],[454.1839 839.8908],[457.64606 837.85956],[455.56412 841.953  ],[474.68143 846.36285],[472.88828 857.8324 ],,[484.64258 850.4449 ],[491.62888 866.165  ],[488.49786 852.4335 ],[484.7438  854.36365],[490.09677 864.9677 ],[499.3311 844.6014],[489.1887  836.48425],[494.89474 846.7719 ],[491.87778 850.7278 ],[493.76688 852.1411 ],[497.28903 852.3584 ],[492.0875 851.8875],[499.65625 864.46094],[505.11563 867.15643],[498.91837 867.04083],[506.47015 867.8134 ],[499.0054  852.38916],[499.01532 853.86224],[498.4354 853.6268],[498.7255 856.0833],[500.28497 853.5181 ],[502.55502 856.66986],[486.34454 844.41595],[491.69128 836.62415]
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[546.3516 729.7802],,[553.0814 742.8023],[545.1659 741.871 ],[551.10345 741.00494],[552.536 757.584],[547.36  761.392],[545.4878  764.53656],[542.05884 755.8009 ],[543.8095  763.44763],[540.8421 764.2406],[542.5897 757.4564],[543.9142 749.9528],[544.1784  742.26294],[523.0526 739.6316],[531.8261 738.6087],[531.75214 747.65814],[521.96893 746.4767 ],[521.164 739.984],[533.2067 740.1941],[527.10754 741.4803 ],[524.52295 745.4954 ],[524.0725  742.56476],[530.5954  744.21967],[525.65936 749.17035],[526.5645  743.51074],[533.7041  733.78064],[531.9937 730.7893],[537.8137  722.15686],,,[538.4775  718.54956],,,[543.5175 718.0526],[547.6667 718.6857],[546.7182 717.7636],[546.63715 714.4425 ],[555.39496 708.4538 ],[562.93335 704.82855],[557.3774 703.9434],[547.2562 696.6813],[555.3626 693.978 ],[551.9231 697.4957],[560.3567 702.2229],[566.43964 699.84485],[552.82855 707.32574],[551.90967 710.7226 ],[557.2308  710.54944],[558.0197 723.3547],[561.83417 722.29266],[555.5221 720.5398],[552.364  721.7675],[570.55835 720.625  ],[564.3304 720.9018],[568.7211  721.11536],[571.6602 721.0485],[571.5405 720.5405],,,[559.42993 721.46265],[562.23645 723.34973],[556.47424 718.8316 ],[547.88824 734.22943]
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 552.73914 1224.924  ],[ 551.7519 1232.2706],[ 560.2299 1228.6685],[ 553.7882 1226.2882],[ 564.34393 1223.7778 ],,[ 558.81134 1224.088  ],[ 556.4    1231.4176],[ 554.2658 1227.443 ],[ 549.26404 1231.     ],[ 556.5153 1248.9141],[ 550.7622 1241.4451],[ 555.78033 1222.4047 ],[ 549.10736 1226.548  ],[ 560.3512 1231.988 ],[ 570.2039 1229.5856],[ 568.3988 1222.7262],[ 569.7963 1229.7654],[ 561.1931 1224.4552],[ 560.8069 1221.9614],[ 559.95984 1219.7634 ],[ 562.5163 1215.7767],[ 557.6995 1211.6207],[ 562.845 1211.3  ],[ 557.68396 1219.4952 ],[ 558.0619 1216.8572],[ 556.15814 1213.0604 ],[ 556.09406 1207.7228 ],[ 564.03467 1203.3514 ],[ 560.8685 1204.1597],[ 561.825 1223.595],[ 563.00464 1203.662  ],[ 564.6533 1224.7822],[ 571.01935 1228.5701 ],[ 560.72815 1222.1311 ],[ 550.38654 1215.7899 ],[ 556.7833 1221.3223],[ 554.2438 1209.5206],[ 553.88995 1192.915  ],[ 572.1111 1195.3676],[ 565.1667 1192.9711],[ 558.7103 1211.1172],[ 555.77454 1192.5723 ],[ 553.84076 1195.4586 ],[ 556.4014 1189.0282],[ 546.93335 1178.8762 ],[ 539.6873 1187.2013],[ 549.177  1196.7168],[ 562.5245 1188.5944],[ 561.6304 1187.5642],[ 565.4301 1185.8423],[ 566.9618 1188.4141],[ 577.69855 1176.0515 ],[ 557.03766 1185.3441 ],[ 552.6174 1184.2142],[ 556.75916 1182.0732 ],[ 561.87744 1184.902  ],[ 562.24066 1186.3904 ],[ 560.41705 1204.1031 ],[ 568.67163 1195.8209 ],[ 560.3318 1208.0737],[ 565.3576 1205.6125],[ 567.2518 1194.4126],[ 561.2123 1200.7594]
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[684.72 164.47],[683.94543 160.74545],,,,,[686.24164 166.0409 ],[696.9643  171.17262],[699.37836 165.68108],[698.46893 174.98305],[708.069   183.61208],[707.26715 176.32191],[709.7847  182.30556],[702.51935 180.18233],[694.91614 186.13664],[706.5862  191.04597],[707.4479  179.42944],[699.2959  180.28061],[693.6053  178.63158],[696.55334 171.16   ],[691.6667  159.16667],,[697.28424 152.18947],[697.6816  155.32835],[693.70856 161.09045],[691.7048  158.25714],[681.9484  163.84537],[680.7477  164.78505],[681.4865  159.72974],[688.2946  165.82143],[688.469   180.15172],[680.2643 177.75  ],[698.21387 174.68208],[698.3444  168.73334],[688.1512  171.34883],[692.1383  170.20213],,[695.53253 167.94083],[690.23975 174.26315],[694.0192  167.77884],[689.5179  165.04465],,[692.5     176.19048],[690.7462  178.93561],[686.8844  192.54335],[686.788   194.15218],[676.94116 184.9893 ],[684.3771  192.43169],[682.8108  195.87567],[685.39014 193.7967 ],[686.94977 196.11055],[682.3367  191.66331],[677.8783 194.9947],[678.5405 200.8054],[670.05884 204.42245],[672.865 207.16 ],[677.81024 206.15898],[682.45905 200.34427],[685.77057 192.42352],[684.6667  192.74011],[685.14453 192.48555],[687.8594  195.10938],[698.87823 179.93044],[706.51324 184.63716]
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 735.01013 1207.0051 ],[ 729.914  1208.2957],[ 739.34485 1205.0985 ],[ 730.538  1203.4679],[ 737.2102 1202.2292],,[ 727.6226 1203.0896],[ 728.4727 1210.3545],[ 724.7588 1207.715 ],[ 720.195  1213.0706],,[ 716.8961 1221.9415],[ 724.7042 1197.9225],,[ 730.2664 1200.9343],[ 713.71356 1204.2913 ],[ 711.93256 1200.309  ],[ 717.1125 1206.7375],[ 709.8542 1204.9028],,,,,,,,[ 718.07526 1200.     ],[ 716.86566 1198.01   ],[ 723.4039 1198.8943],[ 724.00494 1201.5123 ],[ 732.64514 1196.4946 ],[ 725.8517 1195.3397],[ 733.6702 1192.4521],[ 738.7946 1196.4108],[ 743.2857 1195.3077],[ 746.9552 1197.3135],[ 745.85645 1199.3636 ],[ 743.5505 1194.899 ],[ 738.00934 1204.     ],[ 742.4577 1198.3383],[ 738.2356 1199.0419],,[ 740.6634 1195.8098],[ 737.765 1198.14 ],[ 728.3082 1213.8151],,,,,,,[ 726.00793 1217.3889 ],,[ 733.8921 1220.4749],[ 731.55035 1219.8792 ],[ 739.927  1212.9343],[ 742.22974 1216.     ],[ 743.05597 1218.9231 ],[ 743.74023 1211.6884 ],[ 743.26666 1211.0969 ],[ 739.93585 1221.8396 ],,[ 735.2273 1226.    ],
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[883.70636 732.83405],[885.3083 736.9486],[906.4624 737.4737],[899.6856 733.4816],[907.87915 726.4743 ],,[908.8246  718.44617],[911.2355 722.3993],[910.04065 714.09155],[915.4627  723.84326],,[908.76544 736.3889 ],[924.2083 733.5417],[918.1177 740.2185],[907.06476 737.2662 ],[909.07245 744.1498 ],[907.9133  736.66565],[911.7895 749.3289],[903.57275 745.63184],[917.12085 743.7912 ],[907.6064 741.8351],[909.897   742.00604],[908.62335 739.94806],[913.33777 741.0199 ],[908.6842 744.9474],[909.3274 741.0476],[907.70905 739.66394],[905.69354 738.8387 ],[911.1414 734.8283],,[904.4551 743.7023],[913.8233 744.6078],[919.54016 739.79016],[911.897  738.2485],[903.7083 737.2202],[905.8443 738.7305],[915.3812  746.67957],[917.8108 744.7748],[913.897  752.5365],[921.5106 748.0936],[916.4606  746.91284],[918.2022 761.0765],[920.83673 745.34283],[921.10474 755.01904],[916.94574 762.3953 ],[914.8688 758.4   ],[904.3248 748.7771],[906.4692  734.44073],[905.7195 736.1312],[906.6175  737.52075],[913.07587 721.8    ],[907.5864 719.1111],[900.8538 720.5965],[904.2202 720.8333],[898.8    718.9421],[902.715 718.95 ],[902.5769 720.9121],[901.5779  718.16583],[901.83167 715.2277 ],[902.9804 735.549 ],[904.0709 734.597 ],[906.91223 735.85114],[901.5641  734.15753],[903.32117 729.77374]
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[889.6543 766.5432],[878.5172 765.1724],[862.85834 769.1042 ],[852.53516 768.95703],[858.8755  771.57587],,[852.8897 771.9669],[861.99603 779.72833],[860.35114 773.3244 ],[858.78314 779.7791 ],[861.7049 798.8484],[853.99316 792.7372 ],[858.3897 768.9742],[853.79724 774.7732 ],[864.5044 761.5752],[850.2857 769.0516],[849.5294 760.021 ],[841.5683 759.2467],[828.34845 751.9009 ],[846.9432 755.1875],[843.00275 754.24036],[849.14124 770.6832 ],[854.10834 756.35   ],[855.51166 756.21704],[847.6894  755.36365],[849.7211 752.5336],[841.62103 756.02106],[849.4276 747.2171],[845.198  743.8725],[843.0156  736.84375],[847.2439 733.5854],[843.3939 735.    ],[851.28735 728.3333 ],[857.8617 730.6064],[844.2681 731.2346],[851.65265 730.6737 ],[850.31067 729.0874 ],[848.17 725.35],[841.1684  736.03156],[847.81525 729.13043],[845.0463  730.64813],,[847.1639 732.1739],[840.69366 735.80634],[847.8434  743.63855],[846.20917 733.6888 ],[836.5825 736.4854],,,,,,,,,,,,,[844.844  738.4823],[836.19354 732.11615],[841.62836 733.52704],[837.3758 732.1656],[839.21155 728.37823]
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[961.7842  747.05035],[958.5914 752.5289],[968.91046 749.07465],[959.25397 748.79364],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 322.9697 1312.2273],,,,,,,,,[ 320.53775 1323.585  ],[ 315.26666 1317.8667 ],[ 310.8805 1324.1195],[ 313.76315 1305.8772 ],[ 308.59885 1306.2151 ],,,,[ 308.97647 1304.3235 ],,[ 316.48935 1305.6979 ],[ 317.936 1306.868],[ 317.0852 1304.7175],[ 338.2482 1303.946 ],[ 311.9735 1313.8411],[ 323.8482 1301.9553],[ 318.89655 1299.681  ],[ 315.35898 1298.1709 ],[ 322.89566 1297.5826 ],[ 321.9832 1298.8488],[ 322.98563 1307.2374 ],[ 315.84567 1305.6234 ],[ 323.68182 1302.375  ],[ 334.78964 1307.9255 ],[ 332.45062 1307.3334 ],[ 319.29065 1306.5566 ],[ 316.85767 1293.21   ],[ 320.82022 1304.1123 ],[ 318.50812 1313.1082 ],[ 323.39026 1308.811  ],[ 321.77777 1309.6934 ],[ 318.48965 1322.9276 ],[ 323.3158 1312.9006],[ 326.5903 1301.5682],[ 328.09714 1295.6686 ],[ 333.86746 1291.1265 ],[ 324.32175 1297.4608 ],,,,,,[ 322.8255 1291.7853],[ 324.94   1292.0734],[ 320.85715 1290.8572 ],[ 325.64102 1290.6025 ],[ 327.9609 1289.8883],[ 324.6854 1290.0505],[ 319.76505 1291.6265 ],[ 321.58554 1294.375  ],[ 318.84683 1298.6156 ],[ 320.5105 1300.8618],[ 312.71683 1301.4115 ],[ 316.33047 1298.9828 ]
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 553.6381 1301.1809],,[ 553.7181 1299.859 ],[ 567.9786 1297.5358],[ 568.8244 1302.4733],[ 559.0414 1293.6759],[ 553.1228 1297.1096],[ 548.     1298.6058],[ 560.3277 1303.1694],[ 564.41766 1318.8059 ],[ 570.21094 1312.7109 ],[ 566.11273 1331.5392 ],[ 563.4744 1338.279 ],[ 560.21497 1335.0654 ],[ 568.0819 1333.4784],[ 572.5294 1326.7693],[ 571.89374 1337.7633 ],[ 565.4321 1333.0741],[ 577.8798 1332.515 ],[ 571.9265 1333.7592],[ 574.32245 1336.1224 ],[ 575.5537 1332.2769],[ 579.2227 1333.0364],[ 571.08844 1336.068  ],[ 572.8323 1334.472 ],[ 572.24603 1328.754  ],[ 570.4099 1322.472 ],[ 576.5227 1326.947 ],[ 580.49725 1324.1492 ],[ 585.6573 1321.4045],[ 582.39777 1315.4088 ],[ 588.85876 1303.356  ],[ 597.49603 1313.     ],[ 588.44025 1313.174  ],[ 592.3315 1318.3989],[ 586.7527 1314.629 ],[ 585.2486 1312.2147],[ 580.70465 1320.4767 ],[ 586.7227 1317.0673],[ 582.41815 1318.5963 ],[ 571.54944 1315.1978 ],[ 587.47394 1316.109  ],[ 584.8469 1319.4796],[ 581.5952 1323.488 ],[ 584.575  1333.3313],[ 572.2327 1325.3208],[ 580.97003 1335.3712 ],[ 584.9125 1338.8313],[ 588.1193 1337.9204],[ 593.8276 1333.7299],[ 585.02356 1331.3235 ],[ 584.2025 1332.6202],[ 587.4903 1333.2388],[ 599.4041 1326.5685],[ 604.5905 1322.7026],[ 609.8461 1321.3154],[ 611.79913 1316.3259 ],[ 611.9828 1312.3448],[ 612.1278 1315.361 ],[ 614.5641 1312.6752],[ 616.49054 1317.1415 ],[ 610.68695 1316.0696 ],[ 612.00757 1311.9924 ]
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[825.5833 776.4762],,[828.169  771.4789],[832.74286 768.0857 ],,[826.74835 772.5695 ],[836.08  779.925],[834.5664 773.6914],[839.9493 782.8623],,,,,,,,[849.43256 774.3452 ],[843.1418  769.38434],[854.46875 769.78906],[846.71533 770.65326],[840.46387 756.8313 ],[845.97754 770.206  ],[853.0228 772.0304],[847.415   774.55444],[849.8221 768.7189],[867.8761  760.60175],[878.36285 761.84955],[883.71204 761.4188 ],[881.77295 764.80786],[888.16614 760.7877 ],[886.9903 740.4029],[893.6085 732.6321],[884.0154  747.44617],[874.0085 745.0085],[874.0714 746.3469],[872.4488 750.2913],[866.3827 741.3951],,[856.9     744.81665],[855.1081  748.54956],[847.04675 760.17755],[844.64703 753.8571 ],[834.89215 757.049  ],[839.14813 754.08466],[848.1667 752.7248],[841.3672 745.5   ],[845.6058 745.625 ],[842.96075 746.951  ],,,,,,[848.38837 751.6019 ],[845.74677 752.237  ],[855.98883 748.85474],[854.46564 749.60846],[851.3218  750.33167],[841.0232  760.50665],[853.3697 750.3317],[859.399   751.90405],[854.35297 750.94116],[854.48206 747.2718 ]
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 340.49664 1312.2617 ],[ 351.35443 1310.0696 ],[ 341.68124 1310.3625 ],[ 348.95834 1310.2778 ],[ 345.05304 1300.9015 ],[ 342.97015 1310.4403 ],[ 343.04413 1316.2867 ],[ 340.29788 1312.6737 ],[ 332.77173 1315.0435 ],[ 334.82202 1329.7119 ],[ 328.80884 1322.4854 ],[ 344.36417 1311.2775 ],[ 338.31345 1319.1343 ],[ 328.03162 1319.3083 ],[ 329.6    1305.5286],[ 332.98718 1297.2821 ],[ 338.2195 1293.0122],[ 330.73596 1288.1573 ],[ 343.09814 1288.215  ],[ 323.49368 1263.481  ],[ 326.58243 1265.522  ],[ 325.91504 1263.0719 ],[ 327.3526 1262.8208],[ 322.57803 1267.2717 ],[ 321.93063 1263.0347 ],[ 316.76398 1264.1243 ],[ 314.9875 1262.6813],[ 321.73215 1263.8392 ],[ 320.3955 1264.8732],[ 333.08762 1281.933  ],[ 324.7214 1279.7114],[ 330.46115 1274.7927 ],[ 335.6635 1279.0758],[ 326.32843 1277.1765 ],[ 326.74194 1258.4323 ],[ 316.33694 1243.3914 ],[ 325.375  1255.0662],[ 321.14185 1263.8369 ],[ 331.9257 1261.1216],[ 327.45578 1259.9592 ],[ 328.5859 1271.7136],[ 329.9708 1259.0219],[ 328.53732 1261.4851 ],[ 330.61972 1260.9812 ],[ 336.84058 1255.1812 ],[ 325.9179 1250.5522],[ 327.31067 1249.3204 ],[ 326.9109 1251.4059],[ 326.85092 1249.0125 ],[ 329.93063 1246.1965 ],[ 324.91278 1244.6919 ],[ 326.27692 1246.6461 ],[ 327.01184 1245.7515 ],[ 321.53125 1245.4766 ],,[ 321.70407 1248.9745 ],[ 317.99597 1250.4032 ],[ 314.14667 1251.1777 ],[ 314.56586 1252.8634 ],[ 309.24298 1251.6449 ],,[ 316.2089 1254.7295],[ 316.20773 1249.8838 ]
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[  64.61224 1178.9796 ],,[  60.742516 1180.3593  ],,,,,,,,,,,,[  68.82781 1189.245  ],[  67.10256 1196.3206 ],[  59.65333 1193.02   ],[  71.91428 1193.7357 ],[  64.75373 1194.418  ],[  65.21477 1195.0806 ],[  64.39355 1191.1161 ],[  66.951805 1189.5602  ],[  62.928993 1193.3373  ],[  61.638157 1188.3092  ],[  59.165516 1188.331   ],[  59.70199 1186.9602 ],[  48.27891 1173.4762 ],[  51.32618 1170.3647 ],[  54.924656 1169.7054  ],[  55.075 1160.85 ],[  56.864197 1154.5186  ],,[  47.289158 1153.9879  ],[  48.467392 1154.7283  ],[  43.302704 1144.0864  ],[  44.88199 1141.503  ],[  56.184784 1135.4185  ],[  45.677967 1145.887   ],[  41.474575 1153.1991  ],,[  59.603447 1158.0087  ],[  57.46789 1160.6973 ],,[  56.698322 1153.7262  ],[  53.969696 1128.9913  ],[  61.5    1138.5394],[  55.45652 1139.287  ],[  54.131355 1137.6017  ],[  59.20614 1135.8596 ],[  59.87444 1135.8296 ],[  55.359093 1137.65    ],[  60.7549 1138.1274],[  56.189056 1134.8657  ],[  60.66337 1132.896  ],[  65.28293 1131.1561 ],[  68.12162 1131.8153 ],[  64.92019 1133.2347 ],[  63.077625 1136.2283  ],[  62.666668 1134.9747  ],[  74.125984 1151.874   ],[  88.31606 1150.772  ],[  71.73239 1146.2887 ]
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 319.10403 1330.8208 ],[ 311.08386 1332.4258 ],[ 319.1111 1334.1353],[ 332.11688 1350.2858 ],[ 317.83447 1334.9932 ],[ 308.38364 1339.9811 ],[ 305.81177 1337.4    ],[ 301.21817 1343.612  ],,[ 305.22223 1347.8431 ],,[ 303.8993 1332.0575],[ 296.18622 1329.0206 ],[ 286.3388 1329.7268],[ 288.82913 1319.1809 ],[ 287.19894 1331.3246 ],[ 301.25  1326.473],,[ 306.17648 1326.2133 ],[ 305.     1325.0382],[ 304.16446 1321.8486 ],[ 319.22293 1308.8344 ],[ 310.02985 1299.0597 ],[ 308.79086 1308.085  ],[ 301.8561 1306.1511],[ 299.93  1301.265],[ 308.624 1305.376],[ 306.03677 1308.4265 ],[ 313.7264 1299.8679],[ 305.91803 1297.3442 ],[ 315.3603 1291.75  ],,[ 319.33334 1293.7306 ],[ 328.83414 1278.283  ],[ 324.475 1257.325],[ 325.715 1275.055],[ 336.21805 1262.6692 ],[ 344.7619 1259.1587],[ 340.10156 1257.7656 ],[ 352.8638 1269.6545],[ 341.5639 1257.97  ],[ 338.98508 1261.6716 ],[ 339.8963 1276.711 ],[ 349.1704 1287.0986],[ 334.69458 1277.9705 ],[ 343.09546 1287.0454 ],[ 342.58795 1289.6759 ],[ 343.7907 1289.0372],[ 345.69684 1287.2625 ],[ 340.1907 1286.2   ],[ 337.0621 1301.795 ],,,[ 362.3092 1301.8948],[ 367.03467 1303.4509 ],[ 365.24417 1303.7965 ],[ 361.98135 1303.1987 ],[ 360.21472 1304.681  ],[ 362.28662 1303.2739 ],[ 362.44666 1305.9933 ],[ 357.9753 1305.5618],[ 361.0909 1300.6559]
305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[521.5813 890.3547],[510.69272 893.3594 ],[516.16425 893.0483 ],,[511.3125 892.5441],[515.0775 899.0406],[513.0121 897.7621],[506.1825  906.89355],[516.08057 930.6007 ],[514.2471 920.6863],[498.7252 926.4809],,,[499.     932.1818],[502.175   921.44165],[495.59628 931.40375],[487.9461  932.28143],[490.27206 922.30884],[493.39157 936.1687 ],[477.97202 937.3077 ],[472.2781 931.0769],[471.7353 929.6412],[462.7947 918.3841],[462.49667 917.2914 ],[459.05698 919.43036],[460.09448 920.46454],[464.4437  919.96686],[463.41464 916.0671 ],[466.8642 911.2407],[454.33102 892.7793 ],[464.88824 902.7118 ],[471.10556 907.23334],[460.75   907.0543],[466.01178 906.7118 ],[465.89938 905.90564],[465.3875  900.76874],[458.70456 910.6023 ],[464.7701  908.82184],[458.74033 907.5359 ],[460.41006 914.2734 ],[459.03262 906.63043],[478.5877 905.614 ],[480.74783 921.6609 ],,[490.14926 910.64923],,,[485.27585 906.0621 ],[488.5329 904.9276],[495.41727 899.1943 ],[492.30884 899.25   ],[496.82962 899.8148 ],[500.48965 907.731  ],[506.60416 909.5972 ],[499.41666 898.3452 ],[498.60733 898.8115 ],[496.8305 900.4181],[496.54736 901.5105 ],[496.97006 901.     ],[493.9727  906.59045],[492.81732 923.3461 ],[495.4569  917.90515]
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 546.10065 1401.9664 ],[ 537.47675 1401.5989 ],[ 539.78973 1400.1168 ],[ 546.62103 1397.9908 ],[ 531.1477 1402.2046],[ 532.87915 1404.5714 ],[ 528.6024 1404.747 ],[ 528.4868 1396.329 ],[ 547.0563 1392.9048],[ 555.9138 1378.5948],,,,,,,,,,,,,,,[ 554.74316 1358.459  ],[ 553.5714 1359.1263],[ 562.84375 1360.3646 ],[ 560.8011 1363.0663],[ 567.4835 1360.7307],[ 561.6244 1360.198 ],[ 570.8674 1354.9796],[ 577.2723 1359.1089],[ 586.95264 1346.432  ],[ 588.76166 1351.2267 ],[ 587.061  1348.8049],[ 586.5223 1343.7261],[ 595.49335 1347.3867 ],[ 601.8527 1343.3799],[ 597.2361 1341.4653],[ 588.4109 1325.1854],[ 597.125  1324.2212],[ 594.04034 1330.0887 ],[ 584.0808 1334.202 ],[ 599.1607 1347.    ],[ 598.3933 1333.3334],[ 597.6355 1322.0739],[ 599.91547 1327.0704 ],[ 603.35175 1326.7173 ],[ 608.04974 1320.6243 ],[ 601.5775 1320.1925],[ 619.83215 1322.2762 ],[ 624.27 1320.32],[ 619.6589 1320.7523],[ 626.35504 1325.5863 ],[ 628.93915 1320.7087 ],[ 628.1233 1320.2739],[ 625.47736 1320.5267 ],[ 625.5708 1321.885 ],[ 625.886  1321.5132],[ 629.0049 1322.8641],[ 623.90234 1321.6418 ],[ 626.1667 1315.6666]
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[576.8201 735.518 ],[569.0364 735.5515],[576.593   733.52325],[584.13794 743.62646],[569.9128 730.5814],[572.5363  732.05585],[569.34357 726.1641 ],[567.5181 734.3057],[570.4143 735.75  ],[570.415 749.155],[576.00476 725.91864],[570.42786 733.0961 ],[560.809   731.84424],[570.65    729.50555],[563.5531 732.0056],[563.65   742.4389],[555.19446 739.0833 ],[567.5698 742.5866],[562.8611  746.44446],[564.275 748.76 ],[561.8358  749.02985],[567.33  751.205],[563.0239  759.33014],[561.3263 756.7421],[556.9406 757.2624],[556.3455  756.54974],[565.05115 758.7721 ],[563.0496 760.0886],[570.0303  755.90045],[564.443  752.7895],[573.82477 747.2607 ],[581.8584 750.8894],[574.3689  748.67554],[580.5431  751.48706],[581.41595 751.8613 ],[579.24475 745.94934],[569.1603 750.4007],[575.63043 754.4239 ],[573.0655 755.0238],[587.4798 757.5376],[579.9477  751.69183],[577.3333 755.8869],[573.3662 762.3521],,,[583.2346 754.2849],[581.51807 758.3795 ],[582.3161  757.93677],[585.71356 755.7538 ],[579.57574 754.37665],[579.9369  770.29126],[566.61255 779.4398 ],,[575.12036 776.5648 ],[580.76666 775.075  ],[580.7874 777.1496],[572.7718 778.    ],[564.37384 782.90656],[560.64484 783.1589 ],[564.3929  785.36426],[558.145   784.38934],[560.3717  780.43365]
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 585.4898 1218.2449],,,,,,[ 573.86914 1213.6262 ],[ 570.31464 1222.1461 ],,[ 571.674  1232.0829],[ 590.23016 1231.7858 ],[ 585.9044 1235.2133],[ 579.9355 1232.3871],[ 589.99316 1229.8494 ],[ 594.183  1217.8628],[ 594.1156 1228.1387],[ 606.37036 1223.537  ],[ 600.9054 1223.0203],[ 592.452  1226.3424],[ 592.49603 1224.8898 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
